id,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
14910270,Entire home/apt,2,1,1,1,$155.00 ,2,30,2,2,1125,1125,2,1125,,t,0,0,0,238,2020-10-25,96,5,1,2016-10-02,2020-10-04,98,10,10,10,10,10,10,STR-OPLI-19-002811,t,1,1,0,0,1.94
14914746,Entire home/apt,4,1,2,2,$85.00 ,7,1125,7,17,1125,1125,11.6,1125,,t,0,0,0,238,2020-10-25,17,1,0,2016-09-11,2020-04-06,98,10,10,10,10,10,10,STR-OPLI-19-001158,f,1,1,0,0,0.34
14915363,Private room,1,1,1,1,$50.00 ,5,25,5,5,25,25,5,25,,t,30,60,90,365,2020-10-25,25,0,0,2016-09-26,2019-09-21,94,9,9,10,9,9,9,STR-OPLI-20-000267,f,2,0,2,0,0.5
14917821,Entire home/apt,4,1,1,2,$105.00 ,2,1125,2,2,1125,1125,2,1125,,t,0,16,40,315,2020-10-25,147,40,6,2016-09-19,2020-10-22,99,10,10,10,10,10,10,STR-OPLI-19-001873,t,4,4,0,0,2.94
14918819,Entire home/apt,3,1,1,2,$113.00 ,5,100,4,5,1125,1125,5,1125,,t,4,19,19,19,2020-10-25,138,31,2,2016-09-18,2020-10-06,98,10,10,10,10,10,10,STR-OPLI-19-003230,t,1,1,0,0,2.76
14928686,Private room,3,2,1,3,$50.00 ,1,30,1,1,30,30,1,30,,t,30,60,90,365,2020-10-25,174,9,1,2016-11-06,2020-10-04,89,10,9,10,9,9,9,STR-OPLI-19-003027,t,2,0,2,0,3.6
14936941,Entire home/apt,4,1,1,3,$60.00 ,2,1125,2,2,1125,1125,2,1125,,t,0,0,0,47,2020-10-25,206,15,0,2016-09-11,2020-03-02,94,9,9,10,10,10,9,STR-OPLI-19-002301,t,2,2,0,0,4.1
14980667,Private room,4,1,1,1,$50.00 ,1,7,1,1,7,7,1,7,,t,0,0,0,116,2020-10-25,238,15,0,2016-09-22,2020-03-01,97,10,9,10,10,10,10,STR-OPLI-19-002754,f,1,0,1,0,4.78
14982321,Entire home/apt,5,1,2,3,$125.00 ,2,1125,2,2,1125,1125,2,1125,,t,0,0,15,105,2020-10-25,88,6,0,2016-10-09,2020-06-16,99,10,10,10,10,10,10,838015,f,1,1,0,0,1.79
14991780,Entire home/apt,15,2.5,6,10,$525.00 ,3,1125,3,3,1125,1125,3,1125,,t,30,56,86,350,2020-10-25,50,4,0,2016-10-28,2020-03-15,92,9,9,10,10,10,9,STR-OPLI-19-002692,f,6,6,0,0,1.03
14992816,Entire home/apt,8,1,2,5,$195.00 ,30,1125,30,30,1125,1125,30,1125,,t,0,0,0,0,2020-10-25,44,0,0,2017-03-30,2019-07-23,93,10,10,10,10,10,10,,f,6,6,0,0,1.01
14993049,Entire home/apt,8,1,2,5,$195.00 ,30,1125,30,30,1125,1125,30,1125,,t,30,60,90,365,2020-10-25,12,0,0,2016-12-12,2019-07-22,95,9,10,9,9,9,9,,f,6,6,0,0,0.25
15028921,Entire home/apt,2,1,1,1,$115.00 ,3,1125,2,3,1125,1125,2.6,1125,,t,5,20,31,306,2020-10-25,77,11,3,2017-01-22,2020-10-09,99,10,10,10,10,10,10,STR-OPLI-19-002179,t,1,1,0,0,1.68
15053620,Entire home/apt,3,1,1,2,$70.00 ,1,1125,1,2,1125,1125,1,1125,,t,6,10,39,39,2020-10-25,338,47,3,2016-09-15,2020-10-11,97,10,10,10,10,10,10,STR-OPLI-19-003456,t,1,1,0,0,6.75
15073955,Entire home/apt,4,1,2,1,$112.00 ,30,90,30,30,1125,1125,30,1125,,t,0,23,31,71,2020-10-25,16,1,0,2017-02-19,2020-07-31,99,10,10,10,10,10,10,,f,1,1,0,0,0.36
15099021,Entire home/apt,3,1,1,1,$105.00 ,2,1125,2,2,1125,1125,2,1125,,t,0,4,34,123,2020-10-25,64,3,0,2016-09-19,2019-12-02,97,10,10,10,10,10,10,STR-OPLI-19-000508,f,1,1,0,0,1.28
15109066,Entire home/apt,1,1,1,1,$71.00 ,30,1125,30,30,1125,1125,30,1125,,t,0,11,41,316,2020-10-25,106,8,0,2016-09-23,2020-03-10,97,10,10,10,10,10,9,STR-OPLI-19-002633,f,1,1,0,0,2.13
15111676,Entire home/apt,6,2,2,2,$118.00 ,2,27,2,2,1125,1125,2,1125,,t,8,19,49,324,2020-10-25,76,13,2,2016-12-05,2020-10-17,96,10,10,10,10,10,9,"Business License/Customer Number: 839629, Short-Term Rental Operator License Record Number: STR-OPLI-19-001234",t,1,1,0,0,1.6
15116652,Private room,1,2,1,1,$46.00 ,4,150,4,4,150,150,4,150,,t,0,15,45,45,2020-10-25,49,14,0,2016-09-28,2020-08-29,100,10,10,10,10,10,10,STR-OPLI-19-000170,f,1,0,1,0,0.99
15127971,Entire home/apt,4,1,1,2,$95.00 ,3,30,3,3,1125,1125,3,1125,,t,0,0,0,53,2020-10-25,110,0,0,2016-09-22,2019-10-24,98,10,10,10,10,10,10,STR-OPLI-19-001414,t,1,1,0,0,2.21
15159094,Entire home/apt,3,1,1,1,$125.00 ,2,30,2,2,1125,1125,2,1125,,t,18,36,56,65,2020-10-25,174,23,6,2016-10-11,2020-10-21,98,10,10,10,10,10,10,STR-OPLI-19-001812,t,1,1,0,0,3.54
15160598,Entire home/apt,4,1,1,2,$99.00 ,1,1125,1,2,1125,1125,1,1125,,t,11,41,64,154,2020-10-25,119,14,3,2016-10-08,2020-10-18,96,10,10,10,10,9,9,STR-OPLI-19-001506,t,1,1,0,0,2.41
15164797,Entire home/apt,2,1,,1,$90.00 ,2,1125,2,2,1125,1125,2,1125,,t,24,54,84,359,2020-10-25,93,10,2,2017-05-05,2020-10-19,98,10,10,10,10,10,10,STR-OPLI-19-003377,t,1,1,0,0,2.2
15165954,Private room,2,1,1,1,$35.00 ,2,60,2,2,60,60,2,60,,t,3,33,63,63,2020-10-25,27,0,0,2016-12-19,2019-07-18,92,9,9,10,10,9,9,STR-OPLI-19-002696,f,3,0,3,0,0.58
15178392,Entire home/apt,4,1,1,1,$195.00 ,7,1125,7,7,1125,1125,7,1125,,t,0,0,0,170,2020-10-25,35,2,0,2016-10-16,2020-03-11,99,10,10,10,10,10,10,STR-OPLI-19-002915,f,1,1,0,0,0.71
15221864,Entire home/apt,3,1,,2,$80.00 ,2,1125,2,2,1125,1125,2,1125,,t,0,11,13,97,2020-10-25,154,23,0,2016-10-30,2020-09-11,94,10,10,9,10,10,10,STR-OPLI-19-001845,t,1,1,0,0,3.17
15248093,Entire home/apt,4,2.5,2,2,$250.00 ,3,29,3,3,29,29,3,29,,t,0,0,0,177,2020-10-25,12,0,0,2019-03-11,2019-08-22,92,9,10,9,9,9,9,STR-OPLI-19-000583,f,1,1,0,0,0.61
15255673,Entire home/apt,4,1,,2,$86.00 ,30,1125,30,30,1125,1125,30,1125,,t,18,47,77,351,2020-10-25,241,14,0,2016-11-22,2020-01-01,94,9,9,10,10,10,9,,t,4,4,0,0,5.04
15269673,Entire home/apt,2,1,1,1,$120.00 ,1,28,1,2,28,28,1,28,,t,0,23,53,328,2020-10-25,156,13,0,2016-11-10,2020-09-08,99,10,10,10,10,10,9,STR-OPLI-19-002225,f,1,1,0,0,3.24
15271193,Entire home/apt,2,1,1,1,$120.00 ,2,1125,1,3,1125,1125,1.1,1125,,t,6,6,6,6,2020-10-25,28,8,0,2016-10-07,2020-03-06,96,10,10,9,10,10,10,STR-OPLI-19-001547,t,30,30,0,0,0.57
15281555,Entire home/apt,4,1,,3,$84.00 ,3,30,3,3,30,1125,3,1114.9,,t,13,35,55,55,2020-10-25,75,4,1,2016-11-06,2020-10-20,99,10,10,10,10,10,10,STR-OPLI-19-000554,t,1,1,0,0,1.55
15288743,Entire home/apt,4,1.5,2,2,$130.00 ,30,30,30,30,30,30,30,30,,t,30,60,90,180,2020-10-25,39,1,0,2016-11-27,2019-11-06,96,10,10,10,10,10,10,,t,1,1,0,0,0.82
15299294,Entire home/apt,4,1,1,1,$191.00 ,2,1125,2,3,1125,1125,2.2,1125,,t,0,0,0,172,2020-10-25,14,2,0,2018-01-02,2020-09-13,100,10,10,10,10,10,10,STR-OPLI-19-000409,f,3,3,0,0,0.41
15299300,Entire home/apt,4,1,1,2,$110.00 ,2,1125,2,2,1125,1125,2,1125,,t,0,0,22,297,2020-10-25,161,16,0,2016-10-14,2020-05-27,94,10,10,10,10,10,10,STR-OPLI-20-000779,t,2,2,0,0,3.28
15299411,Entire home/apt,4,1,1,2,$108.00 ,30,1125,30,30,1125,1125,30,1125,,t,0,0,0,238,2020-10-25,180,20,0,2016-10-23,2020-09-09,96,10,10,10,10,10,10,STR-OPLI-20-000779,f,2,2,0,0,3.69
15300784,Entire home/apt,6,1,2,4,$220.00 ,28,1125,28,28,1125,1125,28,1125,,t,0,0,0,37,2020-10-25,287,28,0,2017-05-27,2020-05-31,100,10,10,10,10,10,10,STR-OPLI-19-000856,t,1,1,0,0,6.9
15318650,Entire home/apt,6,2,3,3,$172.00 ,1,1125,1,2,1125,1125,1,1125,,t,13,38,68,68,2020-10-25,37,16,2,2016-11-01,2020-10-18,92,9,9,10,10,9,9,Str-opli-19-002806,t,3,3,0,0,0.76
15337460,Entire home/apt,4,1,1,2,$80.00 ,2,120,2,2,1125,1125,2,1125,,t,9,34,64,325,2020-10-25,175,34,1,2016-11-19,2020-10-11,98,10,10,10,10,10,10,19-000782,f,1,1,0,0,3.65
15340452,Entire home/apt,2,1,1,1,$100.00 ,3,29,3,3,1125,1125,3,1125,,t,21,49,75,350,2020-10-25,83,9,0,2017-02-19,2020-09-24,100,10,10,10,10,10,10,STR-OPLI-19-001367,f,1,1,0,0,1.85
15346144,Entire home/apt,4,1,2,3,$100.00 ,6,365,6,6,365,365,6,365,,t,15,45,75,350,2020-10-25,14,2,1,2017-04-08,2020-09-30,89,9,9,10,9,9,9,STR-OPLI-19-001654,f,1,1,0,0,0.32
15359889,Entire home/apt,4,1,2,2,$204.00 ,3,1125,3,3,1125,1125,3,1125,,t,26,54,78,352,2020-10-25,38,6,0,2016-11-06,2020-02-25,99,10,10,10,10,10,10,STR-OPLI-19-000409,t,3,3,0,0,0.79
15365615,Entire home/apt,4,2,1,2,$159.00 ,1,1125,1,2,1125,1125,1,1125,,t,13,38,68,68,2020-10-25,42,3,0,2016-10-30,2020-09-03,92,9,9,10,10,9,9,STR-OPLI-19-002806,t,3,3,0,0,0.86
15381188,Entire home/apt,8,2,2,2,$249.00 ,2,300,2,3,300,300,2.3,300,,t,7,37,67,341,2020-10-25,16,4,1,2017-05-21,2020-10-03,98,10,10,10,10,10,9,STR-OPLI-19-002092,f,8,8,0,0,0.38
15407769,Entire home/apt,3,1,1,2,$82.00 ,2,30,2,2,1125,1125,2,1125,,t,1,6,28,202,2020-10-25,237,51,6,2017-03-25,2020-10-23,99,10,10,10,10,10,10,STR-OPLI-19-001880,f,1,1,0,0,5.42
15407909,Entire home/apt,12,3.5,5,7,$675.00 ,2,100,2,2,100,100,2,100,,t,15,29,43,276,2020-10-25,107,0,0,2016-10-30,2019-09-02,100,10,10,10,10,10,10,STR-OPLI-19-003416,f,1,1,0,0,2.2
15408985,Entire home/apt,4,1,2,2,$204.00 ,3,1125,3,3,1125,1125,3,1125,,t,30,60,90,360,2020-10-25,18,2,1,2016-11-21,2020-10-10,100,10,10,10,10,10,10,STR-OPLI-19-000409,t,3,3,0,0,0.38
15424249,Private room,2,1,1,1,$79.00 ,30,63,30,30,63,63,30,63,,t,30,60,89,89,2020-10-25,29,1,0,2016-10-22,2020-01-14,96,10,9,10,10,10,10,,f,1,0,1,0,0.59
15433605,Entire home/apt,8,3.5,4,6,$150.00 ,4,1125,4,4,1125,1125,4,1125,,t,0,0,0,83,2020-10-25,2,2,0,2020-02-06,2020-02-17,100,10,9,10,10,10,10,STR-OPLI-19-002405,f,1,1,0,0,0.23
15438530,Entire home/apt,6,1,2,2,$78.00 ,7,360,7,7,360,360,7,360,,t,10,10,10,10,2020-10-25,296,35,0,2016-10-19,2020-06-02,98,10,10,10,10,10,10,STR-OPLI-19-001017,f,1,1,0,0,6.05
15456841,Entire home/apt,6,1.5,2,2,$133.00 ,4,59,3,8,1125,1125,4.1,1125,,t,13,22,32,32,2020-10-25,189,26,2,2016-11-21,2020-10-18,99,10,10,10,10,10,10,STR-OPLI-19-000060,f,1,1,0,0,3.95
15464261,Entire home/apt,4,1,2,2,$295.00 ,30,1125,30,30,1125,1125,30,1125,,t,30,60,90,365,2020-10-25,88,2,0,2016-11-12,2019-12-12,100,10,10,10,10,10,10,,t,1,1,0,0,1.83
15511370,Entire home/apt,4,2,2,2,$134.00 ,30,180,30,30,180,180,30,180,,t,24,54,84,174,2020-10-25,12,0,0,2017-06-12,2019-06-17,92,9,9,9,9,9,9,,f,1,1,0,0,0.29
15537773,Entire home/apt,6,1,2,3,$128.00 ,7,1125,7,28,1125,1125,17.7,1125,,t,0,0,24,204,2020-10-25,188,13,1,2016-10-23,2020-10-15,99,10,10,10,10,10,10,STR-OPLI-19-001895,t,3,3,0,0,3.85
15548833,Entire home/apt,9,3.5,5,5,$450.00 ,30,30,30,30,1125,1125,30,1125,,t,28,58,88,178,2020-10-25,41,2,0,2016-11-30,2019-12-01,99,10,10,10,10,10,10,STR-OPLI-19-003414,f,1,1,0,0,0.86
15550339,Entire home/apt,7,1,2,4,$123.00 ,2,365,2,2,1125,1125,2,1125,,t,17,43,73,347,2020-10-25,214,43,1,2016-12-18,2020-09-27,96,10,10,10,10,10,10,STR-OPLI-19-000458,t,1,1,0,0,4.56
15554062,Entire home/apt,2,1,,1,$104.00 ,2,1125,2,2,1125,1125,2,1125,,t,19,46,76,153,2020-10-25,232,37,2,2016-10-29,2020-10-09,99,10,10,10,10,10,10,STR-OPLI-19-002865,t,1,1,0,0,4.77
15563631,Entire home/apt,3,1,1,1,"$1,304.00 ",30,1125,30,30,1125,1125,30,1125,,t,21,46,72,347,2020-10-25,69,0,0,2016-11-06,2019-05-27,96,10,10,10,10,10,9,,t,31,17,0,0,1.43
15564239,Entire home/apt,3,1,1,1,$119.00 ,30,1125,30,30,1125,1125,30,1125,,t,23,50,71,346,2020-10-25,88,0,0,2016-11-19,2019-05-17,96,10,9,10,9,10,9,,t,31,17,0,0,1.84
15598375,Entire home/apt,2,1,1,1,$80.00 ,2,28,2,2,28,28,2,28,,t,10,35,65,244,2020-10-25,200,33,1,2016-11-14,2020-10-08,98,10,10,10,10,10,10,STR-OPLI-19-002165,f,1,1,0,0,4.16
15602557,Entire home/apt,4,1,1,2,$121.00 ,3,180,3,3,1125,1125,3,1125,,t,30,60,90,90,2020-10-25,71,0,0,2016-11-06,2019-09-23,97,10,10,10,10,10,10,STR-OPLI-19-002294,f,1,1,0,0,1.47
15615336,Private room,2,1.5,1,1,$74.00 ,30,1125,30,30,1125,1125,30,1125,,t,30,60,90,179,2020-10-25,188,15,0,2017-01-01,2020-03-01,96,10,10,10,10,10,10,604475536-001-0001,t,1,0,1,0,4.05
15624292,Private room,1,1,1,1,$50.00 ,30,180,30,30,180,180,30,180,,t,0,0,0,0,2020-10-25,4,0,0,2017-04-23,2017-07-29,100,10,10,10,10,10,10,STR-UNAM-19-000394,f,2,1,1,0,0.09
15625389,Entire home/apt,2,1,,2,$80.00 ,2,30,2,2,30,30,2,30,,t,0,0,0,0,2020-10-25,71,10,2,2017-02-05,2020-10-05,99,10,10,10,10,10,10,STR-OPLI-19-002787,t,1,1,0,0,1.57
15633363,Private room,2,1.5,1,1,$89.00 ,30,65,30,30,65,65,30,65,,t,30,60,90,90,2020-10-25,19,1,0,2017-04-09,2020-01-29,97,10,9,10,10,10,10,,f,1,0,1,0,0.44
15634259,Private room,2,2,1,2,$45.00 ,90,720,90,90,720,720,90,720,,t,29,59,89,179,2020-10-25,0,0,0,,,,,,,,,,,f,1,0,1,0,
15660373,Entire home/apt,3,1,1,1,$149.00 ,30,1125,30,30,1125,1125,30,1125,,t,0,0,0,0,2020-10-25,76,1,0,2016-11-13,2020-08-23,97,10,10,10,10,10,10,,t,31,17,0,0,1.58
15660532,Entire home/apt,3,1,1,1,$119.00 ,30,1125,30,30,1125,1125,30,1125,,t,0,24,54,329,2020-10-25,44,1,0,2016-11-04,2020-09-20,95,10,9,10,10,10,10,,t,31,17,0,0,0.91
15664463,Entire home/apt,12,1,4,6,$150.00 ,30,60,30,30,60,60,30,60,,t,22,50,78,167,2020-10-25,131,3,0,2016-11-25,2019-12-19,96,10,9,10,10,10,10,,f,6,6,0,0,2.75
15697821,Entire home/apt,7,1,2,4,$107.00 ,20,1125,20,20,1125,1125,20,1125,,t,0,0,22,297,2020-10-25,50,1,0,2017-03-14,2019-12-19,99,10,10,10,10,10,10,STR-OPLI-19-002543,f,5,5,0,0,1.13
15700294,Entire home/apt,2,1,,0,$100.00 ,30,1125,30,30,1125,1125,30,1125,,t,0,24,54,281,2020-10-25,9,2,0,2018-11-21,2020-07-09,98,10,9,10,10,10,10,,f,1,1,0,0,0.38
15701445,Entire home/apt,6,1,2,3,$189.00 ,3,365,3,3,1125,1125,3,1125,,t,14,36,61,336,2020-10-25,70,8,3,2016-11-13,2020-10-17,99,10,10,10,10,10,10,STR-OPLI-19-001954,f,1,1,0,0,1.46
15707772,Entire home/apt,4,1,1,1,$200.00 ,30,30,30,30,30,30,30,30,,t,0,0,0,0,2020-10-25,94,0,0,2016-11-08,2019-09-23,92,10,9,10,10,9,9,,f,2,2,0,0,1.95
15721682,Entire home/apt,8,2.5,3,3,$138.00 ,30,31,30,30,31,31,30,31,,t,0,0,22,111,2020-10-25,135,0,0,2016-12-26,2019-03-31,93,9,8,9,10,9,9,,f,2,2,0,0,2.89
15774993,Entire home/apt,6,2,3,3,$295.00 ,30,1125,30,30,1125,1125,30,1125,,t,0,0,22,111,2020-10-25,2,0,0,2018-08-20,2018-08-28,100,10,10,10,10,10,10,,f,1,1,0,0,0.08
15792598,Private room,4,1,2,2,$81.00 ,1,30,1,1,30,30,1,30,,t,16,40,70,160,2020-10-25,39,21,4,2019-07-10,2020-10-17,95,9,10,10,10,10,9,STR-OPLI-19-002619,t,1,0,1,0,2.47
15792703,Entire home/apt,4,1,1,2,$130.00 ,30,30,30,30,30,30,30,30,,t,0,0,22,112,2020-10-25,53,0,0,2018-03-16,2019-08-24,98,10,10,10,10,10,10,STR-UNAM-19-000371,t,1,1,0,0,1.66
15800133,Private room,2,1,1,1,$68.00 ,1,7,1,1,7,7,1,7,,t,0,0,0,2,2020-10-25,11,0,0,2017-01-01,2017-06-25,96,10,10,10,10,10,9,STR-OPLI-19-001685,f,2,1,1,0,0.24
15816866,Entire home/apt,4,1,2,2,$145.00 ,30,1125,30,30,1125,1125,30,1125,,t,0,0,22,297,2020-10-25,201,17,1,2017-01-21,2020-10-15,100,10,10,10,10,10,10,STR-OPLI-19-000533,f,1,1,0,0,4.39
15820436,Entire home/apt,5,1,2,4,$166.00 ,2,1125,2,2,1125,1125,2,1125,,t,10,25,44,282,2020-10-25,243,47,2,2016-11-21,2020-10-09,96,10,9,9,10,10,9,STR-OPLI-19-000653,t,1,1,0,0,5.08
15832847,Entire home/apt,4,1,,1,$80.00 ,30,1125,30,30,1125,1125,30,1125,,t,30,60,90,179,2020-10-25,98,5,0,2016-11-13,2020-02-26,97,10,10,10,10,9,9,STR-OPLI-19-003091,f,5,5,0,0,2.04
15832893,Entire home/apt,7,2,4,4,$253.00 ,30,1125,30,30,1125,1125,30,1125,,t,0,0,0,0,2020-10-25,164,28,0,2016-11-27,2020-08-24,100,10,10,10,10,10,10,STR-OPLI-19-000685,f,1,1,0,0,3.44
15856020,Entire home/apt,6,1.5,2,3,$225.00 ,30,1125,30,30,1125,1125,30,1125,,t,30,60,90,180,2020-10-25,4,0,0,2017-06-12,2017-09-04,100,10,10,10,10,9,10,,f,1,1,0,0,0.1
15859042,Entire home/apt,3,1,,2,$111.00 ,1,1125,1,2,1125,1125,1.3,1125,,t,0,0,0,0,2020-10-25,218,24,2,2016-12-11,2020-10-04,94,10,9,10,10,10,9,STR-OPLI-19-002455,f,1,1,0,0,4.62
15885497,Entire home/apt,3,1,1,2,$94.00 ,1,1125,1,2,1125,1125,1,1125,,t,0,0,21,111,2020-10-25,443,58,0,2016-11-13,2020-03-16,95,10,10,10,10,10,10,STR-OPLI-19-000275,t,1,1,0,0,9.21
15901973,Private room,2,1,1,2,$53.00 ,30,1125,30,30,1125,1125,30,1125,,t,30,60,90,90,2020-10-25,15,0,0,2017-03-17,2019-09-28,87,9,8,10,9,10,9,,f,4,3,1,0,0.34
15917796,Entire home/apt,4,1,,3,$128.00 ,2,1125,2,2,1125,1125,2,1125,,t,28,58,88,363,2020-10-25,26,6,1,2016-11-11,2020-10-06,93,10,10,10,10,10,9,STR-OPLI-19-003016,f,1,1,0,0,0.54
15927940,Entire home/apt,2,1,,1,$82.00 ,1,1125,1,2,1125,1125,1,1125,,t,11,25,55,301,2020-10-25,327,66,4,2016-11-22,2020-10-13,98,,,,,,,STR-OPLI-19-002867,t,4,4,0,0,6.84
15929975,Entire home/apt,4,1,2,3,$180.00 ,30,1125,30,30,1125,1125,30,1125,,t,15,28,58,67,2020-10-25,28,1,1,2017-07-20,2020-10-08,98,10,10,10,10,10,10,,t,1,1,0,0,0.7
15951475,Entire home/apt,6,2.5,3,3,$290.00 ,2,30,2,2,30,30,2,30,,t,23,47,76,76,2020-10-25,72,3,0,2016-11-28,2020-09-08,99,10,10,10,10,10,10,STR-OPLI-19-000616,f,1,1,0,0,1.51
15955405,Entire home/apt,4,1.5,2,2,$249.00 ,2,180,2,2,180,180,2,180,,t,23,26,26,202,2020-10-25,17,5,1,2017-02-19,2020-10-10,93,10,10,9,10,10,9,STR-OPLI-20-000335,f,1,1,0,0,0.38
15967039,Private room,4,1,1,1,$79.00 ,1,6,1,1,6,6,1,6,,t,0,23,53,233,2020-10-25,35,0,0,2017-01-22,2019-09-14,99,10,10,10,10,10,10,STR-OPLI-19-001700,f,1,0,1,0,0.76
15975033,Entire home/apt,4,1,2,2,$65.00 ,1,35,1,2,1125,1125,1,1125,,t,8,38,68,158,2020-10-25,139,24,2,2018-03-12,2020-09-30,99,10,10,10,10,10,10,STR-OPLI-19-000524,t,2,2,0,0,4.35
15984482,Entire home/apt,4,1,1,1,$155.00 ,4,1125,4,4,1125,1125,4,1125,,t,2,25,53,295,2020-10-25,53,7,0,2016-12-21,2020-09-18,99,10,10,10,10,10,10,STR-OPLI-19-000286,f,1,1,0,0,1.13
16000287,Entire home/apt,6,1,2,3,$214.00 ,2,1125,2,2,1125,1125,2,1125,,t,22,48,78,353,2020-10-25,168,11,1,2017-01-10,2020-09-26,91,9,9,10,10,10,9,STR-OPLI-19-002906,t,4,4,0,0,3.64
16000373,Entire home/apt,4,1,1,2,$164.00 ,2,1125,2,2,1125,1125,2,1125,,t,21,47,77,352,2020-10-25,107,7,0,2017-02-23,2020-09-12,91,10,10,10,10,10,9,STR-OPLI-19-002906,t,4,4,0,0,2.39
16000566,Entire home/apt,2,1,,1,$51.00 ,30,1125,30,30,1125,1125,30,1125,,t,0,22,29,242,2020-10-25,124,8,0,2017-02-20,2020-08-31,88,9,10,10,10,10,9,,t,4,4,0,0,2.77
16000623,Entire home/apt,2,1,,1,$49.00 ,30,1125,30,30,1125,1125,30,1125,,t,0,0,0,202,2020-10-25,123,4,0,2017-01-13,2020-08-11,90,9,10,10,10,10,9,,t,4,4,0,0,2.67
16006174,Private room,2,1.5,1,1,$255.00 ,1,1124,1,2,1124,1124,1.3,1124,,t,0,0,22,297,2020-10-25,17,0,0,2017-01-01,2019-07-27,100,10,10,10,10,10,10,STR-OPLI-19-002803,f,2,1,1,0,0.37
16016455,Entire home/apt,4,1.5,2,2,$263.00 ,3,21,3,3,1125,1125,3,1125,,t,29,55,85,94,2020-10-25,45,16,2,2017-04-09,2020-10-19,99,10,10,10,10,10,10,STR-OPLI-19-001372,f,1,1,0,0,1.04
16026470,Entire home/apt,2,1,1,1,$65.00 ,3,15,3,3,15,15,3,15,,t,0,0,22,22,2020-10-25,141,11,0,2016-12-26,2020-03-14,100,10,10,10,10,10,10,STR-OPLI-19-001001,f,1,1,0,0,3.02
16026758,Entire home/apt,4,1,2,3,$115.00 ,30,1125,30,30,1125,1125,30,1125,,t,0,0,0,81,2020-10-25,9,0,0,2016-11-27,2019-10-09,100,10,9,10,10,10,10,,t,1,1,0,0,0.19
16027121,Entire home/apt,4,1,,1,$99.00 ,1,1125,1,2,1125,1125,1,1125,,t,0,24,51,326,2020-10-25,81,12,0,2016-11-20,2020-09-07,96,10,10,10,10,10,10,STR-OPLI-19-002470,t,1,1,0,0,1.69
16027567,Private room,2,1,1,1,$49.00 ,1,28,1,1,1125,1125,1,1125,,t,30,60,90,99,2020-10-25,184,21,3,2016-12-02,2020-10-24,94,10,9,10,10,10,10,STR-OPLI-19-001024,t,2,0,2,0,3.88
16033188,Private room,2,1.5,1,1,$74.00 ,2,1125,2,2,1125,1125,2,1125,,t,29,59,89,179,2020-10-25,74,9,1,2017-01-01,2020-10-03,99,10,10,10,10,10,9,STR-OPLI-19-001259,f,1,0,1,0,1.59
16054161,Entire home/apt,4,1,1,2,$70.00 ,1,1125,1,2,1125,1125,1,1125,,t,0,0,22,202,2020-10-25,164,14,1,2017-12-03,2020-09-29,96,10,9,10,10,10,9,STR-OPLI-19-003089,f,2,2,0,0,4.65
16069222,Private room,2,1,1,1,$30.00 ,30,365,30,30,365,365,30,365,,t,0,0,0,0,2020-10-25,3,0,0,2018-09-30,2018-11-19,100,10,10,10,10,10,10,,f,1,0,1,0,0.12
16079760,Private room,2,2,1,1,$82.00 ,30,1125,30,30,1125,1125,30,1125,,t,30,60,90,365,2020-10-25,1,0,0,2018-05-19,2018-05-19,20,2,4,6,2,10,2,,f,7,0,7,0,0.03
16087546,Entire home/apt,3,1,1,1,$86.00 ,30,1125,30,30,1125,1125,30,1125,,t,3,3,3,63,2020-10-25,20,0,0,2017-01-15,2017-07-24,94,9,10,9,10,10,9,,t,1,1,0,0,0.43
16101111,Entire home/apt,6,2,3,3,$416.00 ,2,1125,2,3,1125,1125,3,1125,,t,29,56,86,94,2020-10-25,31,4,0,2017-01-13,2020-08-16,92,9,9,9,9,10,9,STR-OPLI-19-003325,t,123,123,0,0,0.67
16133111,Private room,4,1,1,2,$45.00 ,30,90,30,30,1125,1125,30,1125,,t,0,0,20,200,2020-10-25,51,0,0,2017-02-12,2018-10-03,98,10,10,10,10,9,10,,f,1,0,1,0,1.13
16133871,Entire home/apt,3,1,1,2,$125.00 ,2,1125,2,2,1125,1125,2,1125,,t,30,56,86,175,2020-10-25,119,7,0,2017-03-03,2020-09-23,97,10,10,10,10,10,9,STR-OPLI-19-003376,t,1,1,0,0,2.68
16177116,Entire home/apt,6,1.5,3,5,$140.00 ,30,90,30,30,90,90,30,90,,t,0,0,7,97,2020-10-25,88,0,0,2016-12-26,2019-10-10,93,10,9,10,10,10,9,,f,2,2,0,0,1.89
16232208,Entire home/apt,6,1,3,3,$299.00 ,30,30,30,30,30,30,30,30,,t,0,6,36,216,2020-10-25,34,0,0,2016-12-11,2019-08-10,98,10,10,10,10,10,10,,f,1,1,0,0,0.72
